file,course,source,start,end,text
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:32,0:36,greater than or equal to the number of greater than or equal to the number of elements in the left wing which means elements in the left wing which means elements in the left wing which means number of elements in c is greater than number of elements in c is greater than
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:45,number of elements in c is greater than or equal to number of elements in d or equal to number of elements in d or equal to number of elements in d given that f is but im saying given that f is but im saying given that f is but im saying something else as well im saying f is
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:45,0:53,something else as well im saying f is something else as well im saying f is also on do now means c is greater also on do now means c is greater also on do now means c is greater than or equal to b i mean cardinality of than or equal to b i mean cardinality of
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:53,1:02,than or equal to b i mean cardinality of it right and on means no element in it right and on means no element in it right and on means no element in the codomain is left out ok which means the codomain is left out ok which means the codomain is left out ok which means number of elements in codomain is less
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:02,1:08,number of elements in codomain is less number of elements in codomain is less than or equal to number of elements in than or equal to number of elements in than or equal to number of elements in domain thatswhat on two stands for so domain thatswhat on two stands for so
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:08,1:18,domain thatswhat on two stands for so look at these two statements they both look at these two statements they both look at these two statements they both put together gives us that the number of put together gives us that the number of put together gives us that the number of elements in c is in fact equal to the
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:25,elements in c is in fact equal to the elements in c is in fact equal to the number of elements in d where did i number of elements in d where did i number of elements in d where did i start from whered i conclude word i start from whered i conclude word i
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:25,1:34,start from whered i conclude word i conclude where did i start from i conclude where did i start from i conclude where did i start from i started from the fact that wherever a started from the fact that wherever a started from the fact that wherever a function f is and on to from a
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:34,1:40,function f is and on to from a function f is and on to from a domain d to a coda mind see both of both domain d to a coda mind see both of both domain d to a coda mind see both of both with finitely many elements we call that
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:40,1:50,with finitely many elements we call that with finitely many elements we call that finite cardinality then we conclude that finite cardinality then we conclude that finite cardinality then we conclude that they both should be of the same size all they both should be of the same size all
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:50,1:56,they both should be of the same size all right so let me give you an intuition of right so let me give you an intuition of right so let me give you an intuition of what i am trying to say here im trying what i am trying to say here im trying
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:56,2:07,what i am trying to say here im trying to say that whenever you have two sets to say that whenever you have two sets to say that whenever you have two sets and you want to show the number of and you want to show the number of and you want to show the number of elements here is equal to number of
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:07,2:14,elements here is equal to number of elements here is equal to number of elements here you can simply give a elements here you can simply give a elements here you can simply give a projection y direction means both projection y direction means both projection y direction means both and all
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:14,2:21,and all and all to a function give some function then to a function give some function then to a function give some function then you are proving that theyre of the same you are proving that theyre of the same you are proving that theyre of the same cardinality
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:21,2:32,conversely speaking if theyre of the conversely speaking if theyre of the same cardinality you can actually give same cardinality you can actually give same cardinality you can actually give them give a function f which is both one them give a function f which is both one them give a function f which is both one man and on from this set to that set
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:32,2:39,man and on from this set to that set man and on from this set to that set let me list it a nice example here i let me list it a nice example here i let me list it a nice example here i take fifty chocolates to my class
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:39,2:48,take fifty chocolates to my class take fifty chocolates to my class distribute one chocolate each to my to distribute one chocolate each to my to distribute one chocolate each to my to every student in my class whether i mean every student in my class whether i mean every student in my class whether i mean i give one chocolate to our student and
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:48,2:54,i give one chocolate to our student and i give one chocolate to our student and every student gets a chocolate and at every student gets a chocolate and at every student gets a chocolate and at the end of this exercise no chocolate is the end of this exercise no chocolate is
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:54,3:03,the end of this exercise no chocolate is empty empty empty i repeat every student gets a chocolate i repeat every student gets a chocolate i repeat every student gets a chocolate no chocolates are empty i i entered the no chocolates are empty i i entered the no chocolates are empty i i entered the class with fifty chocolates which means
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:03,3:11,class with fifty chocolates which means class with fifty chocolates which means basically im creating a by addiction basically im creating a by addiction basically im creating a by addiction from fifty chocolates to the students from fifty chocolates to the students from fifty chocolates to the students here right one goes to one and nothing
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:11,3:16,here right one goes to one and nothing here right one goes to one and nothing is left empty so im giving a by diction is left empty so im giving a by diction is left empty so im giving a by diction here which means the number of students
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:16,3:26,here which means the number of students here which means the number of students in my class should be precisely so in my class should be precisely so in my class should be precisely so exhibiting a bijection comes in as a exhibiting a bijection comes in as a exhibiting a bijection comes in as a very handy tool to show the cardinality
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:26,3:32,very handy tool to show the cardinality very handy tool to show the cardinality of a set sometimes you may not know the of a set sometimes you may not know the of a set sometimes you may not know the cardinality of a set s but you may know
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:32,3:37,cardinality of a set s but you may know cardinality of a set s but you may know a coordinate the cardinality of set p in a coordinate the cardinality of set p in a coordinate the cardinality of set p in that case you exhibit a bijection from s
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:37,3:41,that case you exhibit a bijection from s that case you exhibit a bijection from s to t and then you can conclude that to t and then you can conclude that to t and then you can conclude that given that you know the cardinality of t given that you know the cardinality of t
191.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:41,3:47,given that you know the cardinality of t the cardinality of s is supposed to be the cardinality of s is supposed to be the cardinality of s is supposed to be the same
192.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:12,counting counting counting we always counting counting counting we always talk about counting and i am back again talk about counting and i am back again talk about counting and i am back again talking about it once more in this talking about it once more in this talking about it once more in this chapter you can easily guess what will
192.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:12,0:19,chapter you can easily guess what will chapter you can easily guess what will be my next question can you count the be my next question can you count the be my next question can you count the total possible functions from a set a to total possible functions from a set a to
192.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:19,0:31,total possible functions from a set a to a set p first question second question a set p first question second question a set p first question second question can you count all possible functions can you count all possible functions can you count all possible functions from a to b a natural next question can
192.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:31,0:36,from a to b a natural next question can from a to b a natural next question can you count all possible on two functions you count all possible on two functions you count all possible on two functions from a to b and finally can you count from a to b and finally can you count
192.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:42,from a to b and finally can you count all possible by directions from a to b
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:06,0:16,now here goes my question how many now here goes my question how many possible functions can you think of possible functions can you think of possible functions can you think of from abcd from abcd from abcd are there infinitely many doesnt look are there infinitely many doesnt look
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:16,0:23,are there infinitely many doesnt look like it right i mean it looks like you like it right i mean it looks like you like it right i mean it looks like you can you can compute the total number of can you can compute the total number of can you can compute the total number of functions by simply exhausting all
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:23,0:29,functions by simply exhausting all functions by simply exhausting all of them correct so as an example if you of them correct so as an example if you of them correct so as an example if you say lets have some xy like this say lets have some xy like this
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:29,0:42,say lets have some xy like this the only possible functions are this the only possible functions are this the only possible functions are this and xy going to correct these are and xy going to correct these are and xy going to correct these are the only two possibilities right so they
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:42,0:49,the only two possibilities right so they the only two possibilities right so they are not infinitely many they are are not infinitely many they are are not infinitely many they are finitely many but what are those for finitely many but what are those for finitely many but what are those for this this example of abcd going to
194.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:49,0:55,this this example of abcd going to this this example of abcd going to  how many possible functions can you how many possible functions can you how many possible functions can you think of think about it
195.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:28,so given lets say a b c and how many possible oneone functions can you think of let me enumerate this properly how will i do this i will simply write a b c and below a b c i will write the mapping a goes to b goes to c goes to another
195.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:53,way is a b c go into lets a got to b goes to and c goes to now i again write this as if you know what i mean correct i simply write a goes to i write below a now do you observe something you must be smart enough
195.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:53,1:32,to observe that all i am doing here is writing all possible permutations of so on how many are there lets enumerate all of them you have precisely six of them a better way to say it a smarter way to say it is there are three factorial of them so total possible oneone function from abc to
195.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:32,1:53,this question boils down to asking this question of in how many ways can you arrange all possible permutations happens to be as i told you three factorial and now thats the answer perfect so now lets go ahead and ask a slightly more complicated question than this
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:17,let us now look at a slightly involved let us now look at a slightly involved problem in how many ways can i consider problem in how many ways can i consider problem in how many ways can i consider all possible functions from abcd all possible functions from abcd
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:17,0:27,all possible functions from abcd the answer is factorial the answer is factorial the answer is factorial functions that is factorial functions that is factorial functions that is factorial we saw how fits factorial its we saw how fits factorial its we saw how fits factorial its going to be factorial
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:27,0:40,going to be factorial going to be factorial now what if i increase this to and ask now what if i increase this to and ask now what if i increase this to and ask this question how many functions are this question how many functions are this question how many functions are there from abcd now a can
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:40,0:47,there from abcd now a can there from abcd now a can go to b can go to c can go to to be go to b can go to c can go to to be go to b can go to c can go to to be can go to again lets use the same
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:47,1:04,can go to again lets use the same can go to again lets use the same trick below abcd you will write what trick below abcd you will write what trick below abcd you will write what and which corresponds to this and which corresponds to this and which corresponds to this function correct now if you see the
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:04,1:17,function correct now if you see the function correct now if you see the question of how many functions are question of how many functions are question of how many functions are there from abcd boils down there from abcd boils down there from abcd boils down to simply writing abcd and simply
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:17,1:30,to simply writing abcd and simply to simply writing abcd and simply picking some for different numbers from picking some for different numbers from picking some for different numbers from and putting them here and putting them here and putting them here was one such way is another was one such way is another
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:30,1:37,was one such way is another such way you see so on and so forth this such way you see so on and so forth this such way you see so on and so forth this problem again boils down to some problem problem again boils down to some problem
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:37,1:47,problem again boils down to some problem that we are very very familiar with what that we are very very familiar with what that we are very very familiar with what is that in how many ways can six people is that in how many ways can six people is that in how many ways can six people get together and decide to take a
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:47,1:55,get together and decide to take a get together and decide to take a photograph comprising of four people in photograph comprising of four people in photograph comprising of four people in all possible ways the answer is already all possible ways the answer is already all possible ways the answer is already known what is that
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:55,2:03,known what is that known what is that p for and that precisely is the answer p for and that precisely is the answer p for and that precisely is the answer for this question as well so what is the for this question as well so what is the
196.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:03,2:12,for this question as well so what is the total number of functions from abcd total number of functions from abcd total number of functions from abcd the answer is p
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:04,0:13,what are the total possible functions what are the total possible functions from a domain of cardinality m to a from a domain of cardinality m to a from a domain of cardinality m to a domain of cardinality and we have seen domain of cardinality and we have seen
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:13,0:18,domain of cardinality and we have seen this right this right this right it was n to the m now my question is it was n to the m now my question is it was n to the m now my question is what are the total number of functions
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:18,0:24,what are the total number of functions what are the total number of functions from domain with cardinality m to a cord from domain with cardinality m to a cord from domain with cardinality m to a cord amine with cardinality n that are bi amine with cardinality n that are bi
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:30,amine with cardinality n that are bi junctions now the question itself junctions now the question itself junctions now the question itself doesnt make sense you see because i doesnt make sense you see because i doesnt make sense you see because i just now told you that whenever there is
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:36,just now told you that whenever there is just now told you that whenever there is a bijection m becomes equal to n the a bijection m becomes equal to n the a bijection m becomes equal to n the number of elements here will be equal to number of elements here will be equal to
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:42,number of elements here will be equal to number of elements here correct so what number of elements here correct so what number of elements here correct so what is that number what are the total is that number what are the total is that number what are the total possible by directions from our domain
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:42,0:51,possible by directions from our domain possible by directions from our domain to codomain if the domain contains lets to codomain if the domain contains lets to codomain if the domain contains lets say m elements its going to be m say m elements its going to be m say m elements its going to be m factorial why is that we saw that the
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:51,0:59,factorial why is that we saw that the factorial why is that we saw that the total possible functions from our total possible functions from our total possible functions from our domain to a co domain you remember the domain to a co domain you remember the domain to a co domain you remember the formula we used permutations there okay
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:59,1:05,formula we used permutations there okay formula we used permutations there okay so even without that we can say how its so even without that we can say how its so even without that we can say how its m factorial it is basically all possible m factorial it is basically all possible
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:05,1:12,m factorial it is basically all possible assignments of these m elements to m assignments of these m elements to m assignments of these m elements to m elements this side think about it i am elements this side think about it i am elements this side think about it i am just giving you the answer it is
198.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:12,1:20,just giving you the answer it is just giving you the answer it is straightforward straightforward straightforward it follows from the theory that we it follows from the theory that we it follows from the theory that we discussed for one month functions
199.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:12,counting counting counting we always counting counting counting we always talk about counting and im back again talk about counting and im back again talk about counting and im back again talking about it once more in this talking about it once more in this talking about it once more in this chapter you can easily guess what will
199.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:12,0:19,chapter you can easily guess what will chapter you can easily guess what will be my next question can you count the be my next question can you count the be my next question can you count the total possible functions from a set a to total possible functions from a set a to
199.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:19,0:29,total possible functions from a set a to a set p first question second question a set p first question second question a set p first question second question can you count all possible one one can you count all possible one one can you count all possible one one functions from a to b a natural next
199.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:29,0:35,functions from a to b a natural next functions from a to b a natural next question can you count all possible on question can you count all possible on question can you count all possible on two functions from a to b and finally two functions from a to b and finally
199.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,0:42,two functions from a to b and finally can you count all possible by directions can you count all possible by directions can you count all possible by directions from a to b
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:15,you see straight piece and i simply who you see straight piece and i simply who your function or your function or your function or but from student names to date this but from student names to date this but from student names to date this becomes to the ladder function
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:15,0:23,becomes to the ladder function becomes to the ladder function see but from the date of bart see but from the date of bart see but from the date of bart join on the path mondeo djoez panel join on the path mondeo djoez panel join on the path mondeo djoez panel judge
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:23,0:35,judge judge music so a franks mf from head to be music so a franks mf from head to be music so a franks mf from head to be nice function of beat so i what nice function of beat so i what nice function of beat so i what billion in case you take up composition
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,0:43,billion in case you take up composition billion in case you take up composition leaves combination of board a function leaves combination of board a function leaves combination of board a function set of set of set of you can see becomes dirty the df board or as when you can see becomes dirty the df board or as when
200.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:43,0:46,you can see becomes dirty the df board or as when i
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:06,0:13,why would a computer scientists care why would a computer scientists care about a concept like function about a concept like function about a concept like function composition that is because you see composition that is because you see composition that is because you see firstly why functions function a
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:13,0:24,firstly why functions function a firstly why functions function a function is basically something that function is basically something that function is basically something that takes as an input and gives you an out takes as an input and gives you an out takes as an input and gives you an out cut so although mathematically we define
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:30,cut so although mathematically we define cut so although mathematically we define f as a function from our domain x to a f as a function from our domain x to a f as a function from our domain x to a codomain y this is like a precise way of
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:39,codomain y this is like a precise way of codomain y this is like a precise way of stating it in computers we define stating it in computers we define stating it in computers we define functions some function that takes is functions some function that takes is functions some function that takes is input something it can even take many
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:39,0:44,input something it can even take many input something it can even take many inputs and it gives out an output it inputs and it gives out an output it inputs and it gives out an output it might it may even give many outputs might it may even give many outputs
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:44,0:50,might it may even give many outputs spider okay if you are into programming spider okay if you are into programming spider okay if you are into programming you will follow what im saying if you you will follow what im saying if you you will follow what im saying if you are not into programming yet dont worry
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,0:58,are not into programming yet dont worry are not into programming yet dont worry much you will soon realize what much you will soon realize what much you will soon realize what functions are in your curriculum okay so functions are in your curriculum okay so functions are in your curriculum okay so a function takes an input and gives an
203.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:58,1:06,a function takes an input and gives an a function takes an input and gives an output output output now sometimes output of a function will now sometimes output of a function will now sometimes output of a function will be an input of some other function
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:11,imagine there is this airlines which imagine there is this airlines which gives a very very kind of an offer for gives a very very kind of an offer for gives a very very kind of an offer for couples only they say if the couples couples only they say if the couples
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:11,0:23,couples only they say if the couples collective age husbands age plus the collective age husbands age plus the collective age husbands age plus the wives age is greater than or equal to wives age is greater than or equal to wives age is greater than or equal to then they get discount in their
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:23,0:30,then they get discount in their then they get discount in their airfare but point of note their airfare but point of note their airfare but point of note their collective age should be greater than or collective age should be greater than or collective age should be greater than or equal to doesnt matter whose age is
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:35,equal to doesnt matter whose age is equal to doesnt matter whose age is what some total should be greater than what some total should be greater than what some total should be greater than or equal to so what do we do here we or equal to so what do we do here we
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,0:41,or equal to so what do we do here we first consider the sum of the age of the first consider the sum of the age of the first consider the sum of the age of the husband and age of the wife lets it as husband and age of the wife lets it as
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:41,0:50,husband and age of the wife lets it as a function f which takes as input a function f which takes as input a function f which takes as input husbands age and wifes age and gives husbands age and wifes age and gives husbands age and wifes age and gives you as an output husband plus wife im
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,0:53,you as an output husband plus wife im you as an output husband plus wife im trying to make things very simple to you trying to make things very simple to you trying to make things very simple to you i can give you a very complicated i can give you a very complicated
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:53,1:01,i can give you a very complicated example of application and thats a example of application and thats a example of application and thats a computer science but i wont i want to computer science but i wont i want to computer science but i wont i want to try making things very simple to you you
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:01,1:07,try making things very simple to you you try making things very simple to you you can of course think of a very can of course think of a very can of course think of a very complicated example here and then the complicated example here and then the complicated example here and then the answer that you get is fed into another
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:07,1:13,answer that you get is fed into another answer that you get is fed into another function g which checks if h plus w function g which checks if h plus w function g which checks if h plus w which is the input to g is greater than which is the input to g is greater than
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:13,1:19,which is the input to g is greater than or equal to or not if it is greater or equal to or not if it is greater or equal to or not if it is greater than or equal to it says yes eligible than or equal to it says yes eligible
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:19,1:27,than or equal to it says yes eligible for the discount if its less than it for the discount if its less than it for the discount if its less than it says no in eligible for the discount you says no in eligible for the discount you says no in eligible for the discount you see whats happening there is an input
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:27,1:31,see whats happening there is an input see whats happening there is an input for the for this function f and the for the for this function f and the for the for this function f and the output of this function f is an input output of this function f is an input
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:31,1:39,output of this function f is an input for another function but here is an for another function but here is an for another function but here is an example of function composition as you example of function composition as you example of function composition as you can see function composition need not
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:39,1:46,can see function composition need not can see function composition need not necessarily be between two functions g necessarily be between two functions g necessarily be between two functions g and s it can be but can be defined with and s it can be but can be defined with
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:46,1:55,and s it can be but can be defined with many functions f g h i so on or maybe many functions f g h i so on or maybe many functions f g h i so on or maybe even f f f f f and so on right the
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:55,2:01,even f f f f f and so on right the even f f f f f and so on right the idea that takehome message from this idea that takehome message from this idea that takehome message from this video clip is that you must have a knack video clip is that you must have a knack
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:01,2:09,video clip is that you must have a knack for a function for a function for a function a functions output being an input for a functions output being an input for a functions output being an input for another function and thats what we mean another function and thats what we mean
204.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:09,2:13,another function and thats what we mean by composition of two functions
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:05,0:11,let us now see some examples of inverse let us now see some examples of inverse functions consider this function f from functions consider this function f from functions consider this function f from integers to integers defined as f of x integers to integers defined as f of x
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:11,0:18,integers to integers defined as f of x is equal to x plus now f of x ill is equal to x plus now f of x ill is equal to x plus now f of x ill take it to be an element in the take it to be an element in the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:18,0:26,take it to be an element in the codomain rather the range ill write it codomain rather the range ill write it codomain rather the range ill write it as y so y is what it is equal to x plus as y so y is what it is equal to x plus
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:26,0:34,as y so y is what it is equal to x plus let me compute x from this equation y let me compute x from this equation y let me compute x from this equation y minus is equal to x and hence x is y minus is equal to x and hence x is y
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:34,0:44,minus is equal to x and hence x is y minus by so what is x x is the minus by so what is x x is the minus by so what is x x is the inverse of y rather x was mapped to y inverse of y rather x was mapped to y
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:44,0:54,inverse of y rather x was mapped to y and hence f inverse y happens to be y and hence f inverse y happens to be y and hence f inverse y happens to be y minus by pause and think how the minus by pause and think how the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:54,1:03,minus by pause and think how the steps have proceeded and youll be able steps have proceeded and youll be able steps have proceeded and youll be able to understand it better so the inverse to understand it better so the inverse to understand it better so the inverse of every element y belonging to the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:03,1:14,of every element y belonging to the of every element y belonging to the range of this codomain is y minus by range of this codomain is y minus by range of this codomain is y minus by consider this function f from the set of consider this function f from the set of
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:14,1:22,consider this function f from the set of all real numbers to integers define as f all real numbers to integers define as f all real numbers to integers define as f of x is equal to greatest integer of x is equal to greatest integer of x is equal to greatest integer function that is the square bracket of x
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:22,1:32,function that is the square bracket of x function that is the square bracket of x we see that f of is f of is we see that f of is f of is we see that f of is f of is f of point is f of point
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:32,1:40,f of point is f of point f of point is f of point is f of point is and so on is f of point is and so on is f of point is and so on so do you see that several elements will so do you see that several elements will
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:40,1:49,so do you see that several elements will be mapped to now how do we find the be mapped to now how do we find the be mapped to now how do we find the inverse of one let me tell you the inverse of one let me tell you the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:49,1:59,inverse of one let me tell you the inverse will be unique one element inverse will be unique one element inverse will be unique one element cannot be having two or three inverses cannot be having two or three inverses cannot be having two or three inverses right you must know that by now by the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:59,2:04,right you must know that by now by the right you must know that by now by the definition of function so will it be definition of function so will it be definition of function so will it be possible for us to find an inverse here possible for us to find an inverse here
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:04,2:12,possible for us to find an inverse here definitely not but let us reason this definitely not but let us reason this definitely not but let us reason this out if f is from r to z f inverse will out if f is from r to z f inverse will
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:12,2:19,out if f is from r to z f inverse will be from set to r be from set to r be from set to r what does f inverse of it will be what does f inverse of it will be what does f inverse of it will be associated to several numbers in the
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:19,2:26,associated to several numbers in the associated to several numbers in the real line and hence it will not be a real line and hence it will not be a real line and hence it will not be a function and therefore we cannot find function and therefore we cannot find
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:26,2:38,function and therefore we cannot find the inverse of this function it is not the inverse of this function it is not the inverse of this function it is not invertible the last question if f is a invertible the last question if f is a invertible the last question if f is a function from r to r defined as f of x
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:38,2:43,function from r to r defined as f of x function from r to r defined as f of x is equal to x by so i am taking the is equal to x by so i am taking the is equal to x by so i am taking the half of that element each time what is
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:43,2:50,half of that element each time what is half of that element each time what is the inverse here f of x is y so what the inverse here f of x is y so what the inverse here f of x is y so what does y equal to x by and therefore
208.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:50,3:01,does y equal to x by and therefore does y equal to x by and therefore what is x very simple it is y right what is x very simple it is y right what is x very simple it is y right so f inverse y happens to be y
